Perror,Pfailure,SNR,iterations,n,n words,rate,time per word
0.0,0.0,4.5,1.11,2208,100,5/6,0.07743206024169921
0.0,1.0,0.5,10.0,1536,100,5/6,0.4183534526824951
0.0,1.0,1.0,10.0,1536,100,5/6,0.4173951101303101
0.0,1.0,1.5,10.0,1536,100,5/6,0.4312556481361389
0.0,0.68,2.0,9.23,1536,100,5/6,0.4230514049530029
0.0,0.0,2.5,4.13,1536,100,5/6,0.185401771068573
0.0,0.0,3.0,2.4,1536,100,5/6,0.11179520606994628
0.0,0.0,3.5,1.73,1536,100,5/6,0.0794095015525818
0.0,0.0,4.0,1.29,1536,100,5/6,0.06323562145233154
0.0,0.0,4.5,1.11,1536,100,5/6,0.05432283878326416
0.0,1.0,0.5,10.0,1920,100,5/6,0.5532765030860901
0.0,1.0,1.0,10.0,1920,100,5/6,0.5668492150306702
0.0,1.0,1.5,10.0,1920,100,5/6,0.5584490394592285
0.0,0.74,2.0,9.32,1920,100,5/6,0.5270331645011902
0.0,0.01,2.5,4.02,1920,100,5/6,0.2262026572227478
0.0,0.0,3.0,2.37,1920,100,5/6,0.13761630535125732
0.0,0.0,3.5,1.75,1920,100,5/6,0.10204226970672607
0.0,0.0,4.0,1.25,1920,100,5/6,0.07510356426239014
0.0,0.0,4.5,1.06,1920,100,5/6,0.06514451503753663
0.0,1.0,0.5,10.0,1536,100,2/3B,0.4251307821273804
0.0,1.0,1.0,10.0,1536,100,2/3B,0.4225324773788452
0.0,0.98,1.5,9.97,1536,100,2/3B,0.4317195057868958
0.0,0.01,2.0,5.24,1536,100,2/3B,0.2141877818107605
0.0,0.0,2.5,3.3,1536,100,2/3B,0.13940299034118653
0.0,0.0,3.0,2.42,1536,100,2/3B,0.10652112483978272
0.0,0.0,3.5,1.88,1536,100,2/3B,0.08126993417739868
0.0,0.0,4.0,1.53,1536,100,2/3B,0.07085283041000366
0.0,0.0,4.5,1.31,1536,100,2/3B,0.05777193784713745
0.0,1.0,0.5,10.0,1440,100,2/3B,0.39937509298324586
0.0,1.0,1.0,10.0,1440,100,2/3B,0.4128258299827576
